site,name,name_new,unit,unit_new,comment
MF_针阔混交_长白山,Ta_6,,℃,,""
MF_针阔混交_长白山,Ta_7,,℃,,""
MF_针阔混交_长白山,RH,,%,,""
MF_针阔混交_长白山,RH_2,,%,,""
MF_针阔混交_长白山,RH_3,,%,,""
MF_针阔混交_长白山,RH_4,,%,,""
MF_针阔混交_长白山,RH_canopy,,%,,""
MF_针阔混交_长白山,RH_6,,%,,""
MF_针阔混交_长白山,RH_7,,%,,""
MF_针阔混交_长白山,WS_1,,m s-1,,""
MF_针阔混交_长白山,WS_2,,m s-1,,""
MF_针阔混交_长白山,WS_3,,m s-1,,""
MF_针阔混交_长白山,WS_4,,m s-1,,""
MF_针阔混交_长白山,WS_canopy,,m s-1,,""
MF_针阔混交_长白山,WS_6,,m s-1,,""
MF_针阔混交_长白山,WS_7_S_WVT,,m s-1,,""
MF_针阔混交_长白山,WD_7_D1_WVT,,°,,""
MF_针阔混交_长白山,WD_7_SD1_WVT,,°,,""
MF_针阔混交_长白山,ea,,kPa,,""
MF_针阔混交_长白山,ea_2,,kPa,,""
MF_针阔混交_长白山,ea_3,,kPa,,""
MF_针阔混交_长白山,ea_4,,kPa,,""
MF_针阔混交_长白山,ea_canopy,,kPa,,""
MF_针阔混交_长白山,ea_6,,kPa,,""
MF_针阔混交_长白山,ea_7,,kPa,,""
MF_针阔混交_长白山,Pa_1,,kPa,,""
MF_针阔混交_长白山,Rs,,W m-2,,""
MF_针阔混交_长白山,Rs_out,,W m-2,,""
MF_针阔混交_长白山,Rln_in,,W m-2,,""
MF_针阔混交_长白山,Rln_out,,W m-2,,""
MF_针阔混交_长白山,Rn,,W m-2,,""
MF_针阔混交_长白山,Q,,W m-2,,""
MF_针阔混交_长白山,PAR_1_1,,umol m-2 s-1,,""
MF_针阔混交_长白山,PAR_1_2,,umol m-2 s-1,,""
MF_针阔混交_长白山,PAR_1_3,,umol m-2 s-1,,""
MF_针阔混交_长白山,PAR_1_4,,umol m-2 s-1,,""
MF_针阔混交_长白山,PAR_1_5,,umol m-2 s-1,,""
MF_针阔混交_长白山,PAR_7,,umol m-2 s-1,,""
MF_针阔混交_长白山,IRCT_5,,℃,,""
MF_针阔混交_长白山,Ts_0_1,,℃,,""
MF_针阔混交_长白山,Ts_TCAV_1,,℃,,""
MF_针阔混交_长白山,Ts_107_0cm,,℃,,""
MF_针阔混交_长白山,Ts_107_5cm,,℃,,""
MF_针阔混交_长白山,Ts_107_20cm,,℃,,""
MF_针阔混交_长白山,Ts_107_50cm,,℃,,""
MF_针阔混交_长白山,Ts_107_100cm,,℃,,""
MF_针阔混交_长白山,Ts_105T_0cm,,℃,,""
MF_针阔混交_长白山,Ts_105T_5cm,,℃,,""
MF_针阔混交_长白山,Ts_105T_20cm,,℃,,""
MF_针阔混交_长白山,Ts_105T_50cm,,℃,,""
MF_针阔混交_长白山,Ts_105T_100cm,,℃,,""
MF_针阔混交_长白山,G_0_1,,W m-2,,""
MF_针阔混交_长白山,G_0_2,,W m-2,,""
MF_针阔混交_长白山,SM_5cm,,m3 m-3,,""
MF_针阔混交_长白山,SM_20cm,,m3 m-3,,""
MF_针阔混交_长白山,SM_50cm,,m3 m-3,,""
MF_针阔混交_长白山,Prcp,,mm,,""
